Name of Product,NSQ Result,Manufactured By,Reporting Source,Reporting by Lab/State,Batch No,Manufacturing Date,Expiry Date,Reporting Month & Year,Source
Glipizide Tablets IP 5 mg,Description,"Hindustan Laboratories Limited, Plot No.5-9, Survey No.38/2, Aliyali, Palghar (W), Dist-Palghar-401404(MS) Maharashtra",State Lab,"DTL, Madurai-19",TCY24030AL,12/1/2024,11/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Betamethasone Valerate Ointment IP,Content,"Curetech Skincare, Plot No.32, 33 & 34, Phase-IV, Bhatoli Kalan, Baddi, Distt. Solan (HP)-173205",State Lab,"DTL, Madurai-19",RH896,8/1/2025,7/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Levocetirizine Tablets IP 5 mg,Failed Description,"Ripcord Pharmaceuticals Pvt. Ltd., T-4/23A, Five star MIDC, Kagal, Kolhapur, Maharashtra-416236",State Lab,"DTL, Puducherry",R25021,1/1/2025,12/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rabeprazole & Domperidone Capsules,The sample does not conform to Manufacturer's Specification with respect to the Test of Dissolution of Rabeprazole Sodium in acid and buffer stage.,"Laborate Pharmaceuticals India Ltd. (Unit-II),# 31, Rajban Road, Nariwala, Paonta Sahib (H.P.)",CDSCO Labs,"CDL, Kolkata",ORECA-007,10/1/2024,9/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol DispersibleTablets BP 500mg,The sample does not conform to I.P w.r.t the Disintegration test and finess of Dispersion.,"Med Manor Organics Pvt.Ltd Uint II,Kh no.143 M/7,Village Raipur,Pargana Bhagwanpur ,Tehsil Roorkee,Dist Haridwar Uttrakhand-247661.",State Lab,"DTL, Dalgate Srinagar Kashmir (J & K)",HPJ405,9/1/2024,8/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sodium Chloride and Dextrose Injection IP(0.9% W/V and 5% W/v),The sample does not conform to I.P w.r.t Sterility Test,"Klokter Lifesciences Pvt.Ltd Samora,Indri Road,Karnal-132041.",State Lab,"DTL, Dalgate Srinagar Kashmir (J & K)",(N)251074,4/1/2025,3/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Promethazine Injection IP,"The sample does not conform to I.P. with respect to test for pH, Particulate matter, Extractable volume, Assay of Promethazine Hydrochloride and Description.","Himalaya Meditek Pvt. Ltd.Plot No. 35&36, Pharmacity, Selaqui Induatrial Area, Dehradun-248197",CDSCO Labs,"CDL, Kolkata",HLI511G,7/1/2025,6/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Telmisartan & Hydrochlorothiazide Tablets IP,The sample does not conform to IP with respect to the Test of Dissolution of Hydrochlorothiazide.,"Rachil Pharma,At M/s. Qurx Pharmaceuticals, 191-191A, Industrial Area, Phase III, Sansarpur Terrace, Distt. Kangra (H.P.)-176501",CDSCO Labs,"CDL, Kolkata",L-RT25187,5/1/2025,4/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rabeprazole Sodium Injection IP,"The sample does not conform to I.P. with respect to the tests of Clarity of solution, Particulate matter, pH, Related substances, Assay of Rabeprazole Sodium and Description.","Martin & Brown Bio-Sciences Pvt. Ltd. K.No. 918/419, Malkumajra, Nalagarh Road, Baddi, Dist.Solan (H.P.)-173205",CDSCO Labs,"CDL, Kolkata",MD24120,9/1/2024,8/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Gentamycin Injection I.P. 30ml,The sample does not conform to I.P. with respect to test for 'Particulate matter' and 'Description'.,"Aster Medicines Pvt. Ltd. Phase II, Plot No. E4 (Part) Industrial area. Hazipur-844101 (Vaishali)",CDSCO Labs,"CDL, Kolkata",GM-30,11/1/2025,10/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Promethazine Hydrochloride Injection IP 25mg/ml,The sample does not conform to IP with respect to the Test of Particulate matter and Description.,"Abaris Healthcare Pvt.Ltd. Survey No. 2458/001, 2458/002, 2458/003, Untav Rajpur Dharpura Road, Rajpur, Tal: Kadi, Dist.Mehsana 384440, Gujarat",CDSCO Labs,"CDL, Kolkata",AHL0107,8/1/2025,7/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Compound Sodium Lactate Injection IP 500 ml (Ringer Lactate Solution for Injection ),The sample does not conform to I.P. with respect to test for Bacterial endotoxins.,"Haseeb Pharmaceuticals Pvt. Ltd. Plot No.F9/14, 15, 16, MIDC, Nagpur- 440016.",CDSCO Labs,"CDL, Kolkata",CGF250512,5/1/2025,4/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Chlorpheniramine Maleate, Dextromethorphan Hydrobromide & Phenylephrine Hydrochloride Syrup","The sample does not conform to claim as per Schedule V, Drugs & Cosmetics Act in respect to the Assay of Dextromethorphan Hydrobromide","Rednex Pharmaceuticals Pvt. Ltd. Survey No.586 & 231 NR, SKF Bearing, Bavla Bagdogra, NH-8A, Kerala, Tal. - Bavla, Ahmedabad-382220.",CDSCO Labs,"CDL, Kolkata",R02GL2520,2/1/2025,1/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Calcitriol, Calcium Citrate Malate, Vitamin K2-7, Methylcobalamin, Zinc, Magnesium & L-Methyl Folate Soft Gelatin Capsules",The sample does not conform to claim as per Schedule V Drugs.and Cosmetics Act !940 with respect to Assay of Zinc Oxide and L-Methylfolate Calcium.,"Lifevision Healthcare,Plot No. 140-141, E.P.I.P., Phase-1, Jharmajri, Baddi, Distt. Solan (H.P.) 174 103",CDSCO Labs,"CDL, Kolkata",LSG-3892,1/1/2025,6/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Aceclofenac, Paracetamol & Serratiopeptidase Tablets (100mg/325mg/15mg)",The sample does not conform to Manufacturer Method with respect to Assay of Serratiopeptidase.,"Omega Pharma,Khasra No.482, Village-Saliyar, Roorkee-247667, Distt-Haridwar, Uttarakhand",CDSCO Labs,"CDL, Kolkata",GT50230,7/1/2025,6/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Zinc Acetate Dispersible Tablets 20 mg,The sample is not of standard quality for the reason stated under Description of the tablets.,"Orchid Medilife Pvt. Ltd. Khasra No. 646/513, Vill. Kaundi, P.O. Thana, Tehsil Baddi, Distt. Solan (H.P.) 173205",CDSCO Labs,"RDTL, Guwahati",TD250606,4/1/2025,3/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Thiamine Tablets BP 100mg (Vitamin B1),The sample does not conform to claim as per B.P. 2025 in respect to the Test of Description,"Jackson Laboratories Pvt.Ltd. 22-24, Majitha Road, Bye Pass, Amritsar-143 001(India)",CDSCO Labs,"RDTL, Guwahati",T-4446,2/1/2025,1/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets IP 500 mg,The sample does not comply as per I.P. 2022 with respect to the test for Dissolution of paracetamol.,"Zenith Drugs Ltd. 72/5 and 72/3, 72/4, 74/1/1, 75/1/1, Muradpura (Orangpura), Dhar Road, Near Kalaria, INDORE 453001 (MP) INDIA",CDSCO Labs,"RDTL, Guwahati",T50182,5/1/2025,4/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Aspirin Gastro-resistant Tablets IP 75 mg.,The sample does not comply as per I.P. 2022 with respect to the test for Dissolution in Acid stage for Aspirin.,"Unicure India Ltd. C-21, 22 & 23, Sector-3, Noida-201301, Distt. Gautam Budh Nagar (U.P)",CDSCO Labs,"RDTL, Guwahati",ANET1295,12/1/2024,11/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefixime Oral Suspension IP,The sample does not conform to claim as per I.P. 2022 with respect to the test for Assay of Cefixime (asTrihydrate) equivalent to Cefixime.,"Lark Laboratories (India) Ltd. Post Bag No.23 New Delhi- 110020, Works At: SP-1192E, Pase-IV, RIICO Industrial Area, Bhiwadi Area, Bhiwadi- 301019, Distt. Alwar, Rajasthan",CDSCO Labs,"RDTL, Guwahati",LXS3-49,11/1/2024,10/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Lycopene, Vitamin A, Vitamin E, Vitamin C, Zinc & Selenium Soft Gelatin Capsules","The sample does not conform to claim as per Manufacturer Specification with respect to the test for Assay of Vitamin E Acetate and Vitamin A (as Palmitate), uniformity of weight,net fill weight and Description.","Bionexy Pharma,Plot No. 31-B, Industrial Area, Lodhamajra, Tehsil, Baddi, Distt. Solan- 173205 (H.P.)",CDSCO Labs,"RDTL, Guwahati",BSG250404A,3/1/2025,2/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Telmisartan Tablets IP 40 mg.,The sample does not comply as per I.P. 2022 with respect to the test for Dissolution of Telmisartan.,"Signature Phytochemical Industries,122, MI, Selaqui Industrial Area, Dehradun - 248 011",CDSCO Labs,"RDTL, Guwahati",1116-002,8/1/2025,7/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Loperamide Hydrochloride Tablets IP 2 mg,The sample does not comply as per I.P. 2022 with respect to the test for Dissolution of Loperamide Hydrochloride.,"Zenith Drugs Ltd.72/5 and 72/3, 72/4, 74/1/1, 75/1/1, Muradpura (Orangpura), Dhar Road, Near Kalaria, INDORE 453001 (MP) INDIA",CDSCO Labs,"RDTL, Guwahati",T50022,1/1/2025,12/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Diphenhydramine Hydrochloride, Ammonium Chloride, Sodium Citrate & Menthol Syrup",The sample does not conform to claim as per Patent and Proprietary in respect to the Assay of Sodium Citrate.,"Goa Antibiotics & Pharmaceuticals Ltd. Village Anji, P.O. Barog Distt.Solan 173211 (HP) India",CDSCO Labs,"RDTL, Chandigarh",S285011,4/1/2025,3/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol,Phenylephrine HCL & Chlorpheniramine Maleate Suspension,",The sample does not conform to claim as per Patent and Proprietary in respect to the Assay of Phenylephrine Hydrochloride.,"Prochem Pharmaceuticals (P) Ltd.140-141, Makkanpur, Bhagwanpur, Roorkee, Dist. Haridwar (U.K.) 247661",CDSCO Labs,"RDTL, Chandigarh",LPL-25543,7/1/2025,6/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Guaiphenesin & Terbutaline Sulphate Syrup",The sample does not conform to claim as per Patent and Proprietary in respect to the Test of Total fungal count,"Rivpra Formulation Pvt.Ltd.Plot No.8, Sector-6A, I.I.E. SIDCUL, Haridwar-249 403 (U.K.)",CDSCO Labs,"RDTL, Chandigarh",L-2508007,8/1/2025,7/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Dextromethorphan Hbr, Chlorpheniramine Maleate & Phenylephrine HCl Syrup",The sample does not conform to claim as per Patent and Proprietary in respect to the Assay of Phenylephrine Hydrochloride,"Biocore Pharmaceuticals, Plot No. 8-C, D.I.C., Industrial Area, Lodhimajra, Baddi, Distt. Solan (H.P.) 173205",CDSCO Labs,"RDTL, Chandigarh",BL25-380A,11/1/2025,10/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Guaiphenesin, Terbutaline Sulphate, Cetirizine Hydrochloride and Menthol Syrup",The sample does not conform to claim as per Patent and Proprietary in respect to the Assay of Ambroxol Hydrochloride,"Health Biotech Ltd.Village Sandoli, Nalagarh Road, Baddi, Distt. Solan (H.P.) India- 173205",CDSCO Labs,"RDTL, Chandigarh",HLAC25001,11/1/2025,10/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Mesalamine Prolonged Release Tablets IP,"The sample does not conform to claim as per IP 2022 and in respect to the Test of Dissolution (3 Hours), Dissolution ( 8 Hours)","Supermax Drugs & Pharmaceuticals Pvt. Ltd. (Unit-II),Khasra No. 322, Nanheda, Anantpur, Bhagwanpur, Roorkee-247668 Dist. Haridwar, Uttarakhand.",CDSCO Labs,"RDTL, Chandigarh",STG-251667,8/1/2025,7/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Guaiphenesin & Terbutaline Sulphate Syrup",The sample does not conform to claim as per Patent and Proprietary in respect to the Test of Total fungal count,"Rivpra Formulation Pvt. Ltd. Plot No. 8, Sector-6A, I.I.E., SIDCUL, Haridwar-249 403 (U.K.) INDIA.",CDSCO Labs,"RDTL, Chandigarh",L-2508003,8/1/2025,7/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ceftriaxone Injection IP 1000 mg,The sample does not conform to claim as per IP 2022 in respect to the Test of Particulate matter,"Marc Laboratories Ltd. (Unit III),Plot No.107 & 112, H.P.S.I.D.C, Baddi, Distt. Solan (HP)",CDSCO Labs,"RDTL, Chandigarh",PCD-120,10/1/2024,4/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefotaxime Sodium Injection I.P. 1 g,The sample does not conform to claim as per IP 2022 in respect to the Test of Particulate matter,"Supermax Drugs & Pharnaceuticals(P) Ltd. H-1231, DSIDC Industrial Complex, Narela, Delhi-110040",CDSCO Labs,"RDTL, Chandigarh",TPLG-93,8/1/2024,7/1/2026,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Diphenhydramine Hydrochloride, Ammonium Chloride, Sodium Citrate and Terpin Hydrate Syrup",The sample does not conform to claim as per Patent and Proprietary in respect to the Assay of Sodium Citrate.,"Torque Phamrmaceuticals Pvt. Ltd.13B-14, EPIP-1, Jharmajri, H.P.-173 205",CDSCO Labs,"RDTL, Chandigarh",B46826001,1/1/2026,12/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Diphenhydramine Hydrochloride, Ammonium Chloride, Sodium Citrate & Menthol Syrup",The sample does not conform to claim as per Patent and Proprietary in respect to the Assay of Sodium Citrate.,"Scott - Edil Pharmacia Ltd. Unit-II, Plot No. 21-22 Phase-I, E.P.I.P., Phase-1, Jharmajri, Baddi, Distt. Solan-173205 (HP), INDIA",CDSCO Labs,"RDTL, Chandigarh",2519031L002,12/1/2025,11/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Bacillus clausii Spores Suspension,"The sample does not conform to claim as per Manufacturers specification in respect to the Test of Pseudomonas aeruginosa, Microbial limit test, Total Yeast and Moulds Count and assay/Content of Bacillus Clausii Spores.","Allianz Biosciences Pvt.Ltd. R.S. NO. 55/1,2 &3, Whirlpool Road, Thiruvandarkoil, Mannadipet Commune, Puducherry-605102.",CDSCO Labs,"CDTL, Mumbai",C125R01,9/1/2025,8/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Drotaverine Hydrochloride Suspension,That the sample received does not conform to Manufactureres specification with respect to the test for Assay of Drotaverine Hydrochloride,"Devbhoomi Pharmaceuticals,Khasra No. 27, Mandawar, Bhagwanpur, Roorkee, Distt. Haridwar (U.K.)",CDSCO Labs,"CDTL, Mumbai",OL25619,11/1/2025,10/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sorbitol 70% IP (Non Crysallizing),The sample does not conforms to I.P. 2022 with respect to the Test for Ethylene glycol,"Gujarat Ambuja Exports Ltd.1 Vrindavan Road, Post Dalpur, Taluka Pranjit, District Sabarkantha, Gujarat-383120",CDSCO Labs,"CDTL, Mumbai",HM-SB-004,6/1/2025,6/1/2030,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol, Phenylephrine HCL, Chlorpheniramine Maleate, Sodium Citrate & Menthol Suspension",The sample received does not conform to Manufacturers specification with respect to the test for Sodium citrate Assay,"Truelife Pharma Pvt. Ltd.18, 19, Shyam Estate, Santej Khatraj Road, Santej, Ta. Kalol, Dist. Gandhinagar - 382721",CDSCO Labs,"CDTL, Mumbai",251061,10/1/2025,9/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Glycerin IP,The sample does not conform to I.P. 2022 with respect to the test for Water.,"Godrej Industries Ltd.Burjorji Nagar, Plot No. 3, Village Kanerao, Taluka-Valla, Distt. Bharuch, Gujarat",CDSCO Labs,"CDTL, Mumbai",G125050095,8/1/2025,8/1/2029,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Polyethylene Glycol 4000 Oral Laxative Liquid,"The sample does not conform to claim as per Manufacturers specification in respect to the Microbial Enumerationtest Test (Total bacterial count, Total Fungal Count.)","Eskag Pharma Pvt. Ltd.Unit-I, Plot No.: 32, Sector-6A, I.I.E., SIDCUL, Ranipur, Haridwar, Uttarakhand-249403.",CDSCO Labs,"CDTL, Mumbai",LRL25027,9/1/2025,6/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Levocetirizine HCl & Montelukast Sodium Suspension,"The sample does not conforms to Manufacturers specification with respect to the Test for pH, Total yeasts and molds count, Microbial contamination, Total bacterial count","Grownbury Pharmaceuticals Pvt. Ltd., Plot No. 11, Sector 12, IIE SIDCUL, Haridwar, Uttarakhand 249003.",CDSCO Labs,"CDTL, Mumbai",GL250137,10/1/2025,9/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Oxetacain,Aluminuim Hydroxide , Magnesium Hydroxide, Anaesthetic Antacid gel,",The sample received does not conform to Manufacturers specification with respect to the test for Assay of Oxetacaine,"Sevlok Pharmaceutical Co.,147, GIDC, Antalia, Bilimora 396 321",CDSCO Labs,"CDTL, Mumbai",SG2511,1/1/2025,6/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sorbitol Solution 70% IP Non-Crystalline,The sample received does not conform to I.P. 2022 with respect to the test for water.,"Gujarat Ambuja Export Ltd. C-60C & E. Eldeco Sidcul Industrial Park, Sitarganj, DIST-U.S. NAGAR, PIN 262405, Uttarakhand",CDSCO Labs,"CDTL, Mumbai",UK252608,9/1/2025,9/1/2030,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Nevirapine oral suspension USP 50mg/5ml,The sample received does not conform to I.P. 2022 with respect to the test for Microbial contimation (Total aerobic count),"Dynamism Lab,Plot No. 846/1, NR. Sachin Factory, Rajpur, Tal-Kadi, Dist- Mehsana 382715",CDSCO Labs,"CDTL, Mumbai",L071,11/1/2025,10/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sorbitol Solution 70% IP Non-Crystalline,The sample does not conforms to claim I.P. 2022 withn respect to the Test for Ethylene glycol,"Gujarat Ambuja Exports Ltd.1 Vrindavan Road, Post Dalpur, Taluka Pranjit, District Sabarkantha, Gujarat-383120",CDSCO Labs,"CDTL, Mumbai",HM-SB 003,6/1/2025,5/1/2030,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sorbitol 70% IP (Non Crysallizing),The sample does not conforms to claim I.P. 2022 withn respect to the Test for Ethylene glycol,"Gujarat Ambuja Exports Ltd.1 Vrindavan Road, Post Dalpur, Taluka Pranjit, District Sabarkantha, Gujarat-383120",CDSCO Labs,"CDTL, Mumbai",HM-SB-011,9/1/2025,8/1/2030,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sodium Bicarbonate Tablets I.P. 1000 mg,The sample received does not conform to I.P. 2022 with respect to the test for Disintegration,"Rivpra Formulation Pvt. Ltd.,Plot No.8, Sector-6A, I.I.E. SIDCUL, Haridwar-249 403 (U.K.)",CDSCO Labs,"CDTL, Mumbai",T-2504229,4/1/2025,3/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amikacin Sulphate Injection IP,The sample received does not conform to I.P. 2022 with respect to the test for Sterility.,"Maan Pharmaceuticals Ltd. Plot-1, G.I.D.C, Phase-II, Modhera Road, Mehsana-384002, Gujarat, INDIA",CDSCO Labs,"CDTL, Mumbai",AI25030,12/1/2025,11/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Nicorandil Tablets I.P. 5 mg,The sample received does not conform to I.P. 2022 specification with respect to the tests for Dissolution and Assay only.,"Zee Laboratories Ltd. Behind 47, Industrial Area, Paonta Sahib-173025",CDSCO Labs,"CDTL, Hyderabad",425-1598,7/1/2025,6/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets IP 500 mg,The sample received does not conform to I.P. 2022 specification with respect to the test for Dissolution,"Pinnacle Life Sciences Pvt. Ltd. Khasra No. 63, Vill. Juddi Kalan, Baddi-173205, Distt. Solan (HP)",CDSCO Labs,"CDTL, Hyderabad",IPCL25031,5/1/2025,4/1/2028,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Refined Glycerine IP,"The sample received does not conform to I.P. 2022 specification with respect to the tests for refractive index, relative density, water and Assay of glycerin content only.","Chemex Oil Pvt Ltd, Plot No. 216, Kunjhal, Barotiwala, Solan-174103, Himachal Pradesh, India",CDSCO Labs,"CDTL, Hyderabad",23,6/1/2025,6/1/2028,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin & Potassium Clavulanate Injection IP 1.2 gm,The sample received does not conform to I.P. 2022 specification with respect to the Assay for the content of potassium clavulanate equivalent to clavulanic acid only.,"Primus Pharmaceuticals,Sadhoura Road, Mouza Ogli Khari, Vill. Asgarpur Majra, Kala Amb, Distt. Sirmour (H.P.) 173030",CDSCO Labs,"CDTL, Hyderabad",PD052505A,5/1/2025,4/1/2027,Feb-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
